,MKTbond,MKTbond_vw,DRF,LRF,CRF,VIX,UNC,MKT,SMB,HML,TERM,DEF
2004-11-30,-0.0006678569671057758,-0.0036415060451600242,0.007052356948325046,0.0025118316092261487,0.028996623917684004,-0.18623236640412297,0.011283743999999984,0.0453,0.0412,0.015700000000000002,-0.024900000000000002,0.0034000000000000002
2004-12-31,0.010596604287329985,0.011303565664516652,0.020155211145404354,0.007037269051412045,0.012752945449882522,0.0037764495165529964,0.02431265700000007,0.0341,-0.0004,-0.0023,0.0234,0.0006999999999999992
2005-01-31,0.004151833290025548,0.003864141189599944,0.013947167009568735,0.004756208149834466,-0.01673057796376688,-0.035364956236107484,0.006904935000000001,-0.0275,-0.0111,0.0206,0.028399999999999998,-0.0023
2005-02-28,0.001038425454467726,-0.00046218567434083723,0.004349769404704354,0.0033043999033556194,0.02300954181680898,-0.05772229241291304,-0.013614488000000091,0.018799999999999997,-0.003,0.0141,-0.014400000000000001,0.0016000000000000007
2005-03-31,-0.021211807061258452,-0.02212721005037291,-0.01950631153262224,0.004290323622262746,-0.01514897849717073,0.1605960717144121,-0.006639795000000004,-0.019299999999999998,-0.0141,0.0207,-0.0093,-0.005300000000000001
2005-04-30,0.004989901298805525,0.006272475197460099,-0.0013059298942399945,0.004788840734227199,-0.03880447305110367,0.092011406543047,-0.00516763599999992,-0.026000000000000002,-0.0397,0.0005,0.0352,-0.0046
2005-05-31,0.009671200381592051,0.01143811013778455,0.013991168871451892,0.0014687619025549195,0.006382938800090097,-0.13193993483994113,0.007208806999999928,0.0365,0.0276,-0.0058,0.0273,-0.00020000000000000226
2005-06-30,0.010191075476658356,0.009919950038329461,0.014373577581627843,0.0009497863247864464,0.011303447214184834,-0.09405568123310323,0.012555532000000036,0.0058,0.0326,0.027999999999999997,0.0144,-0.0026
2005-07-31,-0.0004898103335060618,-0.0020508430021301785,0.004611001542466354,-0.004930370334925785,0.030808885425174154,-0.03903656715265194,0.019530414999999968,0.0392,0.0276,-0.0078000000000000005,-0.0312,0.004399999999999998
2005-08-31,0.0036337119364121344,0.004156009825234355,0.00039335823704688224,0.006367886742674867,-0.00918147818154727,0.08902339790953219,0.023195868000000064,-0.012,-0.009399999999999999,0.0134,0.030300000000000004,-0.010000000000000002
2005-09-30,-0.012468459179541142,-0.013835641460994173,-0.017902962353712668,0.00032993142580134784,0.0011593318164067935,-0.053968276554645915,0.04314216599999998,0.0048,-0.0031,0.0078000000000000005,-0.036699999999999997,0.002799999999999997
2005-10-31,-0.014137218003731888,-0.013519778106159359,-0.012155037014949917,-0.0109146502303155,-0.001107301960641714,0.28523486550072313,0.0004820940000000995,-0.0204,-0.015,0.0043,-0.0223,-0.0008000000000000021
2005-11-30,0.003702816966613532,0.002438957017612256,0.000563143820228775,0.006348740200249402,0.005073173730118874,-0.21279369061011652,-0.017463894000000146,0.0361,0.009000000000000001,-0.0118,0.0045000000000000005,0.002300000000000001
2005-12-31,0.005699562519554174,0.005262372559632826,0.006726092744037748,0.009995042118886396,-0.0012871011277761648,0.0008291272686222507,-0.02613409499999997,-0.0024,-0.0025,0.0015,0.0235,-0.004200000000000002
2006-01-31,0.0026823180091738058,0.0015277951138876048,0.009477433691836614,0.003242944023463112,0.023632933232615446,0.07290804777884607,-0.004706075999999948,0.030299999999999997,0.0583,0.009899999999999999,-0.0153,0.0025000000000000005
2006-02-28,0.0021244215468778247,0.0008354779073120244,0.006061633460536654,0.005074441494131761,0.01147124516388548,-0.04710422128661149,-0.009443052000000063,-0.003,-0.0046,-0.0031,0.0204,-0.011000000000000001
2006-03-31,-0.005319508836349092,-0.008157740352565317,-0.005919310822379576,-0.0025491267050949747,0.027252686397893838,-0.07698539688152817,-0.017257325999999962,0.0147,0.0334,0.0060999999999999995,-0.057600000000000005,0.013500000000000005
2006-04-30,-0.0030343252340432427,-0.004208221720850632,-0.005562359403401638,-0.004606932704161354,0.017995574521671994,0.017559245235874307,-0.002618482000000033,0.0073,-0.0079,0.0226,-0.0283,0.0023
2006-05-31,-0.0005727730260296701,-0.0017499670598720963,0.003818911607058516,0.0014463462287882716,0.006975267763335381,0.4184642206744714,-0.0013119579999999464,-0.0356,-0.028999999999999998,0.023799999999999998,-0.0033,-0.003
2006-06-30,-0.008187174750353361,-0.006840227497693795,0.0008223546065208295,-0.0019070278081839461,-0.0011216604484244985,-0.2043795925304759,-0.0006251489999999915,-0.0034000000000000002,-0.0024,0.0085,0.0052,-0.0053
2006-07-31,0.009872846086469819,0.011363481235094734,0.010524349826221453,0.0009555582050919031,-0.006129209059980666,0.1429663529408608,-0.00016872100000009382,-0.0077,-0.036000000000000004,0.0262,0.0159,0.003799999999999998
2006-08-31,0.01191761492018802,0.013041477159957886,0.016685215826670236,0.004915423778725078,-0.004827510649409144,-0.17658859018929815,0.0054758730000000755,0.0203,0.0045000000000000005,-0.0195,0.0257,0.006200000000000001
2006-09-30,0.008651005408288916,0.008514903504006471,0.009719698130794697,0.003399454104730772,0.0024022059293531536,-0.026807543958692497,0.014693290999999942,0.0184,-0.0139,0.0006,0.012900000000000002,0.001299999999999999
2006-10-31,0.004576020933341664,0.0047716695333338026,0.009169503164856135,0.0035044938295312016,0.01416657127920801,-0.07345569235325133,-0.013430102000000055,0.0322,0.019799999999999998,-0.0033,0.0036,0.004999999999999999
2006-11-30,0.012621768722680376,0.012843632424818896,0.02150539990977319,0.0007768761996992484,0.012169105815339889,-0.017117164642154934,-0.012338410999999883,0.017,0.0063,0.0004,0.0165,0.0039000000000000007
2006-12-31,-0.0022339516934923036,-0.004233926238828884,-0.005770512078588882,-0.004873164950228456,0.02230775341946149,0.059578421750279095,0.0005738229999999733,0.0085,-0.008100000000000001,0.0274,-0.0276,0.00040000000000000105
2007-01-31,-0.0019181644771355936,-0.0033522691752662414,-0.003651184953383136,0.002485617157978317,0.021574840931294335,-0.09861594307455913,-0.0005325480000000216,0.0138,0.0002,-0.0068000000000000005,-0.014600000000000002,0.0051
2007-02-28,0.012474503791324445,0.013334941096898579,0.013533665699988288,0.0030267277057114085,-0.004509666561585616,0.47984644562290246,-0.00448412499999995,-0.0196,0.013300000000000001,-0.0008,0.0297,-0.004800000000000002
2007-03-31,-0.00523636906328625,-0.006208507411714532,-0.01471566042020521,-0.0008099586222152838,0.00747711511467513,-0.0505836400202253,-0.006708218000000099,0.0070999999999999995,0.0014000000000000002,-0.0088,-0.0188,-0.008599999999999998
2007-04-30,0.004459665964862618,0.003946711523276299,0.005417332136524202,0.002953637240784585,0.011990918990008634,-0.028688529128727745,-0.01127488199999993,0.0349,-0.0208,-0.0144,0.0041,0.0055
2007-05-31,-0.005745120027154775,-0.007943111528288777,-0.004224309273261855,-0.005619740178823924,0.022980288018962798,-0.08227848483285342,-0.01639174600000004,0.032400000000000005,0.0033,-0.0059,-0.0241,0.0022000000000000006
2007-06-30,-0.012584848974766666,-0.012780964075789623,-0.01159814652914422,-0.0055791505931632145,-0.00891684825000217,0.2436781076646347,0.00240151200000005,-0.0196,0.006999999999999999,-0.0105,-0.0131,-0.0057
2007-07-31,-0.0130990776594625,-0.010453380905215168,-0.013668686280755127,-0.006158301877775137,-0.04107506336656596,0.4491682761022999,0.012408878000000012,-0.037200000000000004,-0.0305,-0.0368,0.0244,-0.0316
2007-08-31,0.005921110649754229,0.006585783046991739,0.006026880052208631,-0.00012278237100008752,-0.007947028979852923,-0.005952435980964695,0.023575921999999916,0.009399999999999999,-0.0033,-0.0187,0.015700000000000002,-0.004700000000000001
2007-09-30,0.008683270787065347,0.010720881245238621,0.013523271132802814,-0.0036885356163716514,0.016508920842244045,-0.23011117852367785,0.012293472000000083,0.0322,-0.024399999999999998,-0.0217,-0.002,0.0123
2007-10-31,0.009034522585514739,0.008415172353169327,0.005443522813159375,0.0011097114187352455,-0.00590250947290039,0.029444482591416705,0.010276631999999952,0.0179,-0.0003,-0.0287,0.0123,-0.006699999999999999
2007-11-30,-0.010395771249001325,-0.0066743219880823455,-0.024896456453641733,-0.005919135023427419,-0.03602406512755333,0.2342147863877695,0.02215594300000001,-0.048,-0.0291,-0.0109,0.0434,-0.038900000000000004
2007-12-31,-0.0051553178877876485,-0.003312681060713865,-0.01606746243225451,-0.002486815479083149,-0.003679027543901441,-0.016178435752335584,0.00861150799999999,-0.0087,0.0018,-0.0051,-0.0056,0.0057
2008-01-31,0.00749575609306477,0.008319683335680197,0.005167022243294624,0.014049662522768165,-0.032858029609425334,0.16444447835286663,0.000754892000000007,-0.0632,-0.0063,0.04,0.0192,-0.0196
2008-02-29,-0.006422707145344845,-0.008445828516975213,-0.025774392593548034,0.001618192963010314,-0.006622577229488801,0.012977104682712064,0.010163724999999957,-0.030899999999999997,-0.0064,-0.0072,0.0005,-0.0089
2008-03-31,-0.007743375744182059,-0.008010374876731265,-0.0010749141725326268,-0.01069204426436226,-0.0023278726087367406,-0.03504145716255798,0.011442955000000032,-0.009399999999999999,0.0059,0.0031,0.0089,-0.0165
2008-04-30,0.01898221416031378,0.018156324185350143,0.04499042990234774,0.015712469500586367,0.046156143187366494,-0.18820771495319877,0.028298702000000064,0.0461,-0.0116,-0.0096,-0.0306,0.0379
2008-05-31,-0.0021838586807414553,-0.0052263778132216705,-0.006283577069012929,0.0032437080494118185,0.02389269847576975,-0.142376183812983,0.03954575099999991,0.0187,0.0304,-0.015,-0.0182,-0.011299999999999998
2008-06-30,-0.018369127633951706,-0.018292630993358608,-0.03508150097778846,-0.010812789737739456,-0.03263148114697984,0.3432417759630203,0.03305256100000009,-0.0843,0.0116,-0.025099999999999997,0.0203,-0.0281
2008-07-31,-0.00972449699915432,-0.009882941498806261,-0.03267781047903821,-0.01479141752000488,-0.011622297397442553,-0.04217119819239346,0.04410676999999996,-0.0075,0.0371,0.052000000000000005,-0.004,-0.0084
2008-08-31,0.0076078104510632506,0.0070315581610928355,0.0027102985873542883,-0.0075757244006797635,-0.00999991293522457,-0.09982566966933944,0.06678161199999988,0.015300000000000001,0.032799999999999996,0.0152,0.0229,-0.0121
2008-09-30,-0.07787014041235771,-0.08918142036832548,-0.1423363487558634,-0.065562352971493,0.011409590617064858,0.9075060589493544,0.08115528800000027,-0.0935,0.0038,0.056600000000000004,0.0097,-0.0975
2008-10-31,-0.07560739102451722,-0.054850378227963265,0.06761857525898288,0.03173219215622424,-0.14602032699065878,0.5204366671147335,0.07715848699999972,-0.172,-0.030600000000000002,-0.0189,-0.0391,-0.006699999999999998
2008-11-30,-0.00782967921029354,-0.0023135193077526654,-0.001835091299976735,0.009096632678663705,-0.19469501621125185,-0.07697446413980619,-0.006484971999999756,-0.0774,-0.04,-0.0621,0.14400000000000002,-0.026900000000000007
2008-12-31,0.08595776524505637,0.10399541145541609,0.11775966482972383,0.01048084974371822,0.007285549593982348,-0.27641098257439656,-0.02393452900000015,0.0177,0.0333,0.0005,0.0967,0.059300000000000005
2009-01-31,0.031865805574529844,0.017903781978399702,0.01941272004546824,0.04723299623498657,0.0919072886234493,0.12100000381469744,-0.012062970999999978,-0.0809,-0.0209,-0.11019999999999999,-0.1124,0.0175
2009-02-28,-0.02501251649456475,-0.0325915996221685,-0.05896211282962603,-0.02242553047771971,-0.014065986948607879,0.033675252372764655,-0.04862696600000005,-0.1014,-0.011699999999999999,-0.066,-0.0057,-0.0252
2009-03-31,0.016802465685374218,0.016221953406010414,0.01792224858254891,0.018024160821487518,0.06893094857604073,-0.04768067221634586,-0.051299914999999974,0.0901,0.0059,0.0348,0.0639,-0.0659
2009-04-30,0.07554560594768703,0.06742162865872049,0.09036164996709767,0.048780108184471815,0.13231192851464468,-0.17308562517651768,-0.036917235999999964,0.1017,0.07139999999999999,0.0538,-0.065,0.0619
2009-05-31,0.05482543780268146,0.05105005952693991,0.12226333983971116,0.06060276477670494,0.06270579379190704,-0.2076712307864685,-0.027337743999999997,0.052000000000000005,-0.022400000000000003,0.0040999999999999995,-0.0248,0.0737
2009-06-30,0.03632957577100343,0.02967317109967249,0.03505637185305698,0.028100677569023205,0.02423068485508429,-0.08886582600429739,-0.013104405000000097,0.0042,0.0227,-0.0276,0.0082,0.0267
2009-07-31,0.04048253710955264,0.043732467023557334,0.03020385413167017,-0.008000886798529262,0.037280728382562814,-0.016318796924124194,-0.01770354499999993,0.0774,0.0231,0.0489,0.0018,0.0546
2009-08-31,0.031962715759771804,0.02382308625500046,0.047723852872548156,0.03472038777927212,0.020620933982455736,0.0034722280988809806,-0.04190819899999998,0.0333,-0.001,0.076,0.023,0.00040000000000000105
2009-09-30,0.03733511836322977,0.030876668087483967,0.045619655664223976,0.014608778780077379,0.05805771588757731,-0.015378685698204577,-0.02609237100000006,0.0408,0.027200000000000002,0.0115,0.0175,0.0097
2009-10-31,0.010807327168423754,0.008412220491739342,0.005580017966300448,-0.0037616555992942124,0.009708083004286102,0.19836000791240346,-0.027171348999999845,-0.0255,-0.048499999999999995,-0.0417,-0.0171,0.0187
2009-11-30,0.0191625537489054,0.017657849419701808,0.010653393584086054,0.011701103139294948,0.022974646938122283,-0.2013685303888369,-0.013038692000000074,0.0558,-0.0276,-0.0033,0.0208,-0.016399999999999998
2009-12-31,0.007202642558523306,0.00519914830027909,0.02482326242265305,-0.004272023685851734,0.05329402552229899,-0.1154630721043904,-0.009016117000000046,0.0274,0.061399999999999996,-0.0011,-0.0585,0.0309
2010-01-31,0.019336952171574884,0.015132279397467063,0.008543647659952566,0.012133132054493224,0.02310887454131386,0.13560887881333264,0.0010118740000000237,-0.0335,0.004,0.0033,0.0264,-0.016800000000000002
2010-02-28,0.00488359605763603,0.004581746290278547,0.003764036299991723,0.00454917774398823,0.0007274046095897876,-0.20796103430973,-0.00545686600000006,0.0339,0.0149,0.0318,0.0032,0.0006999999999999997
2010-03-31,0.013206241111370557,0.011116923167703394,0.022730859973972273,0.005903131668727967,0.031943506900257615,-0.09794871012369737,-0.008271434999999938,0.063,0.0183,0.0219,-0.018,0.0224
2010-04-30,0.019825887609458408,0.017667185873998684,0.010998045392260304,0.0005230869442359766,0.013318898874260836,0.253553100954148,-0.022876428000000004,0.02,0.0496,0.0296,0.0303,0.005300000000000003
2010-05-31,-0.006939347451206146,-0.008184689761862837,-0.016089405534446023,0.0025235564065145995,-0.03715365872889052,0.45442180519093156,-0.010257273000000011,-0.079,0.0008,-0.0248,0.0436,-0.0488
2010-06-30,0.014811791385116157,0.017392141267229502,0.006135425934902127,0.0013753005756029044,-0.01613610743973206,0.07701905968841463,-0.03331750999999994,-0.0557,-0.0242,-0.0473,0.0445,0.007300000000000001
2010-07-31,0.02195737031888423,0.022579354865948066,0.013201975209919153,0.004334831993571748,0.019187260699209563,-0.3196294332049169,-0.018481226000000017,0.0692,0.0004,-0.005,0.0023,0.014600000000000002
2010-08-31,0.015842581397433636,0.014571329137224876,0.004959398080315662,0.010591272888743935,-0.023901182587309493,0.10851060583236173,-0.017238162000000057,-0.04769999999999999,-0.030600000000000002,-0.0173,0.0701,-0.022899999999999997
2010-09-30,0.012573612301857834,0.012737133051645004,0.009996498658114016,-0.0034878588558655984,0.03277307821052549,-0.09021107650466775,-0.008187264000000027,0.0955,0.0365,-0.0302,-0.015399999999999999,0.0008999999999999998
2010-10-31,0.0074246172477419135,0.0065011933092149815,-0.00013469658177352357,-0.00474916326789242,0.03298299841624249,-0.10548522867177859,-0.0013023209999999397,0.0387,0.0073,-0.0246,-0.0318,0.0114
2010-11-30,-0.0064918195955358145,-0.00834734087555148,-0.004009306099505763,0.0036633605370372407,-0.004330636405009773,0.11037736171587513,-0.003212161999999963,0.0059,0.0354,-0.009000000000000001,-0.0138,0.008
2010-12-31,-0.005093418098124511,-0.0032027769633192517,0.01571667381974077,0.0023615353156927477,0.030280011761495536,-0.24596434538403686,0.020658066999999947,0.0682,0.0097,0.0356,-0.038900000000000004,0.0352
2011-01-31,0.012543698681703902,0.01038914260673743,0.0026608161933140747,0.010044015106476638,0.02697568801629331,0.10028172882509863,-0.0020752450000000033,0.019799999999999998,-0.0231,0.0060999999999999995,-0.0197,-0.00020000000000000226
2011-02-28,0.006979891975573123,0.006494237102231502,0.007046634827149555,0.007832279651497336,0.01038520323782187,-0.0604198803732084,0.0067592749999999535,0.0348,0.0165,0.0118,0.0112,0.004399999999999999
2011-03-31,0.002178614834322674,0.00047247055757316213,-0.0025688713292039652,-0.0002437752668971089,0.004065117297701509,-0.03324253938258749,-0.0010226119999998673,0.0046,0.0256,-0.0184,-0.0007,-0.0066
2011-04-30,0.0155844548603853,0.016942807148921983,0.01143661429132874,0.0039006508535459846,0.0016522995852775307,-0.16854564879905473,-0.007427464000000161,0.028999999999999998,-0.0053,-0.024399999999999998,0.0199,0.004
2011-05-31,0.012865538970913172,0.011946272729935502,0.005897627652142232,0.006216820279934521,-0.006181153439576057,0.047457614187464366,-0.003193330999999855,-0.0127,-0.0072,-0.018500000000000003,0.0355,-0.009799999999999996
2011-06-30,-0.005023031112327915,-0.005608543443529299,-0.008645715386369024,-0.004604961766024498,-0.0032505718036400363,0.0692557062594225,-0.00028768300000003855,-0.0174,0.0006,-0.002,-0.0179,-0.003100000000000002
2011-07-31,0.015285405449225761,0.016757764589262186,0.00548971977534219,0.0023412959004351884,-0.009041572220603736,0.5284503208432767,0.007600583999999966,-0.0235,-0.0111,-0.0091,0.0422,0.0051
2011-08-31,-0.0026978183843790076,-0.0026380478348085553,-0.00848802967957427,0.003998553852025269,-0.051430304170614186,0.25227726095973857,0.006505737999999983,-0.0596,-0.030899999999999997,-0.024300000000000002,0.0861,-0.0622
2011-09-30,-0.005918426005028632,-0.00881237423036993,-0.010919316429518808,0.0038229739394985114,-0.029740165728408666,0.3586337110772271,-0.011169138999999939,-0.0757,-0.0349,-0.015300000000000001,0.0704,-0.012900000000000002
2011-10-31,0.02367715187761436,0.028630265759930072,0.031682351820288626,-0.0012215303591760346,0.0424354486409834,-0.3026070827990002,-0.009366674999999991,0.1134,0.0325,0.0006,-0.0306,0.04
2011-11-30,-0.011269732323348245,-0.01811803564023353,-0.030229774597113308,0.00333074936653926,0.0005059424326482286,-0.07209612528098028,-0.012632523000000062,-0.0027,-0.003,-0.0052,0.0251,-0.060700000000000004
2011-12-31,0.019292595301104467,0.024048008357921764,0.025244696914756542,0.00455100498051658,-0.0001768267539426834,-0.15827337191666208,-0.0035598449999999504,0.0075,-0.0029,0.0154,0.027,0.024200000000000003
2012-01-31,0.02343759069277273,0.024104475965347434,0.028907335796229217,0.004861407796066556,0.017365855223549186,-0.16923073286449142,-0.008639811000000108,0.050499999999999996,0.0202,-0.009300000000000001,0.0002,0.019200000000000002
2012-02-29,0.013806205470557222,0.013686067694408666,0.019581354222876213,0.004022921124491947,0.0185242891676117,-0.05195474285673741,-0.013916547999999973,0.044000000000000004,-0.0167,0.0042,-0.0196,0.0253
2012-03-31,-0.0038795511449682867,-0.005624090233497744,0.00030400774675526073,-0.0013057369211837617,0.012425277110857745,-0.1589799379630477,-0.002355379999999907,0.0311,-0.0048,0.011899999999999999,-0.0302,-9.99999999999994e-05
2012-04-30,0.011853186274709715,0.01135737632024701,0.007265017424658589,-0.0017607641741668439,-0.00245518952966574,0.10645158829227731,-0.005238127000000037,-0.0084,-0.005,-0.0077,0.0409,-0.015799999999999998
2012-05-31,0.00252009987758897,0.0009475059533961818,-0.0001615889467259466,0.009900559404439175,-0.025011662598398078,0.4029154519598913,0.0024951349999999817,-0.0617,-0.0008,-0.0095,0.0642,-0.029899999999999996
2012-06-30,0.009902436833654073,0.011620620061753002,0.01378556079193171,-0.004452134544748352,0.013843605169710704,-0.29010805058897365,-2.556099999995176e-05,0.039,0.0089,0.0055000000000000005,-0.0136,0.02
2012-07-31,0.022801340755721176,0.025459653408271197,0.02382335815520076,0.01189477230914504,-0.01459205483713229,0.10831384014832456,0.005431777999999943,0.0079,-0.0281,-0.0006,0.0247,0.0365
2012-08-31,0.0026768545271022974,0.002121793655686538,0.002729967548168453,-0.004181074427212507,0.015727849418407276,-0.07712630577307014,0.005257425000000038,0.0254,0.0044,0.0123,-0.0069,-0.0024999999999999996
2012-09-30,0.011156051939464558,0.011217657239898085,0.013965972815216098,0.0031465723397738083,0.00841968732885934,-0.09959930392144314,-0.0006242300000000034,0.0273,0.005699999999999999,0.016200000000000003,-0.0147,0.002
2012-10-31,0.007906746167417667,0.008042074637754354,0.00960128967686736,-3.84864019707179e-05,-0.00384309060452265,0.18245396838869699,0.0017195379999999094,-0.0176,-0.0083,0.0352,-0.0015,0.022
2012-11-30,0.0016574856381778406,0.0004697165865124482,-0.002768763089341621,-0.002142614167622755,0.006039718670446568,-0.14677421720003692,0.009935589000000133,0.0078000000000000005,0.004,-0.0086,0.0143,-0.0236
2012-12-31,0.004985550825104481,0.0062543376847236706,0.011053949006398823,0.011225256227713937,0.029270204758416934,0.13547577742335026,0.007024461999999954,0.0118,0.0192,0.0348,-0.0203,0.013999999999999999
2013-01-31,-0.00020649400541217217,-0.004227931594008942,-0.002348220954677172,0.006688179595843625,0.03087086353923841,-0.20754720476053953,-0.003887163000000027,0.0557,0.0042,0.0101,-0.0332,0.001899999999999999
2013-02-28,0.007426404574608431,0.0066120019368498375,0.0033388751797294187,-0.00225367383905324,-0.004091338223211257,0.08613449011981733,-0.012130086999999956,0.0129,-0.0025,0.0021,0.0114,-0.002100000000000001
2013-03-31,0.005207190364472198,0.0031272629188375273,0.0010582223986994512,0.0006261434430179613,0.012503783144451403,-0.1811734608735908,-0.010433969000000043,0.0403,0.0088,-0.0022,-0.0062,0.004399999999999999
2013-04-30,0.019429945451253237,0.01935154625255526,0.01917074779076507,0.004111064087404643,0.001741098943387157,0.06456698116643904,-0.01912662799999998,0.015600000000000001,-0.022400000000000003,0.0044,0.0378,-0.0029
