Dates,0,1,2,3,4
2010-04-30,0.04629314714075566,-0.0063003813461453345,-0.0017348047506460882,-0.0016218945630475418,0.006786689107480886
2010-05-31,0.0035165799157738657,0.023036738407551077,0.0003140839723079002,-0.01208284678148119,0.005825185311123259
2010-06-30,0.03767042750734973,0.010661402511181643,0.019880500401830366,-0.006737346935065595,0.0002588017242828616
2010-07-31,0.041549284975625746,-0.006053837906701767,0.012571329362194274,0.005797936432916036,0.003062159351083039
2010-08-31,0.05023866294647121,0.010841378306248858,0.011270040565726131,-0.012781561111371395,0.005001643573393491
2010-09-30,0.01650993764942929,-0.006014759622185096,0.009062712667464562,0.014797820275602171,0.005782300171530787
2010-10-31,-0.004723401642545013,-0.014661783533122112,0.002609376726645725,0.010265484105824195,0.0005469124855997128
2010-11-30,-0.008017003222779512,0.006240559807482273,-0.007487382253951663,0.008993757747876125,0.008960113832915043
2010-12-31,-0.014216029495888901,-0.004009798984429157,-0.009117129711712779,0.031040008187988983,0.004191899679430175
2011-01-31,0.011440825345558287,-0.003980551722261576,0.009925842309351831,0.020149329112450997,0.0050813726907482665
2011-02-28,0.010946224720448754,-0.004688401197326238,0.003516720002414516,0.007514992812232599,0.002531204249772213
2011-03-31,0.0014446587969332218,-0.000686276457514284,0.00224716036190858,0.00545230650699365,0.004605470154624421
2011-04-30,0.031639388667066115,-0.0008527311732700204,0.01064101933394047,4.4456171612615715e-05,-0.0007794598875354935
2011-05-31,0.02951924018469896,0.0025443296964167642,0.006953342088052163,-0.007032489894815831,0.0003124523131726443
2011-06-30,-0.008628111294398748,0.006938048609829776,-0.003008217634901473,0.002276372761134033,0.004991963419053096
2011-07-31,0.04015622933990147,0.000820724753367468,0.011374655457742688,-0.011608975835186448,0.0036434806281263484
2011-08-31,0.024691565511727246,0.0269575205207084,0.001855892775935222,-0.03045717960543813,0.006483530440759897
2011-09-30,0.017106805380024268,0.013873747230779,-0.013157675984542783,-0.027389417915400966,0.011591554489712712
2011-10-31,0.05683970160510258,-0.010545142666357624,0.003069862442909154,0.011135494497468777,0.008449470897050683
2011-11-30,-0.015526217970059467,0.007797712432981077,-0.007363057081692517,0.002221298340031253,0.028352851558058792
2011-12-31,0.048592065646323984,0.004003077224758069,0.015324864981072954,0.0026711982199609293,0.006811324625133578
2012-01-31,0.039201993515537964,-0.0011914064965998998,0.01708346505807278,0.011188927543988354,-0.0029340377514034052
2012-02-29,0.021998686485853274,-0.008038475822381777,0.006525251085870416,0.004980595322154151,0.0023011877980820402
2012-03-31,-0.019208295255889015,0.0013546840652004465,-0.0014429038181516221,0.02171877784514023,0.00208353002140404
2012-04-30,0.02647494928885458,-0.0002966886527443782,0.005341359453008501,-0.00545848492713732,0.002952712818807973
2012-05-31,0.02051249968345377,0.00797590865261876,-0.005674865121858887,-0.014488172530506353,0.002072722816629144
2012-06-30,0.025090254192452154,0.0017523541465696872,0.0017519423776042483,0.009024930573754584,0.00462760431107048
2012-07-31,0.05782727316378005,0.0023480298298251693,0.012553385082287188,-0.009280996369734796,-0.007064425932209886
2012-08-31,-0.004986750175328568,-0.0012481161205728777,0.008209760777992401,0.01631594440036217,0.0024874693685441327
2012-09-30,0.015002469917722253,-0.003036968071251741,0.009940863826364636,0.006886300272747481,-0.0015291071609486342
2012-10-31,0.014637281950773646,-0.00036781709301831407,0.010031951226667966,-0.00040245330560674503,-0.00017853501746610683
2012-11-30,-0.0004278707400700553,0.0024031422330324705,0.006044404852913912,0.008179439086027132,0.007853050274530291
2012-12-31,0.0036719929908114856,-0.005778545887115702,0.0022480331424516936,0.011456326202045198,0.002132454791080328
2013-01-31,-0.018880671739614063,-0.003645852897184641,-0.0016257311997634348,0.024724617974667334,0.005255703953447724
2013-02-28,0.012287687951683134,0.00118531165807695,0.006538277707818926,0.0013932579423093698,-0.0005756528473577665
2013-03-31,0.0029221577142866436,-0.004603434303929415,0.0006047700079448704,0.004472323144870554,0.0021161903260477227
2013-04-30,0.045154401710826804,-0.003962284368954389,0.005743690316936879,-0.0037214768591065798,0.0027366938094374495
2013-05-31,-0.0442047344979606,0.0006552588045877259,-0.015204320600818045,0.026167769441329522,0.010984321568106695
2013-06-30,-0.05467197638464986,0.011505130467113283,-0.01736842459802665,0.022114031812975946,0.00605008904701261
2013-07-31,0.010892756383299371,-0.007015414143416345,0.011317514160600268,0.007330981456607248,0.0013092280878653666
2013-08-31,-0.012116398718718807,0.004492729520012802,-0.0013982875460911105,0.011290274585722218,0.003920660506734795
2013-09-30,0.005057153257838452,-0.0002895040404791428,0.012852799315089375,0.004012494548098414,0.0007392414031514128
2013-10-31,0.02885090818253097,-0.007938142293034058,0.01145959986123169,0.001260868237578784,-0.0009416950020370343
2013-11-30,-0.007898078434390011,0.0001534949553332582,0.0018043924946415553,0.013645205000576104,0.003113236931497904
2013-12-31,0.007190574512801576,-0.0025284456046662193,-0.00484002055483417,0.005955092809920003,0.003370944082403441
2014-01-31,0.035690165966918895,0.003040383790339771,0.006183428889460434,-0.0072628318760157564,0.002273119615001103
2014-02-28,0.022041020488127783,-0.0055311061466106134,0.005893385241917772,0.004791063057073278,0.0011417808129200444
2014-03-31,0.009688296102474934,-0.00210614338756056,-0.005753818379089166,-0.002790032789242636,0.002464066086737665
2014-04-30,0.019554898905562102,-0.0012787640215558913,0.006432906213241591,-0.0054738182398193095,-0.001237393253273589
2014-05-31,0.025147906366802877,-0.0014027155776146136,0.009128002324784857,-0.0072879896045181395,-0.0011849991912407769
2014-06-30,0.005412526506143229,-0.004082618731355169,-0.002062267180422785,0.003304299826949839,0.0008048958550917171
